Analyzer,Year,PhotoID,Grid.ID,Depth,Replicate,Grid.No,Grid.Area.cm,Area.Covered.cm,SpeciesID,Species.Count,Org.Area.cm,Notes
Lucia,2014,100ft_Year2_Rep2 (15).JPG,1_2_15,100,2,15,51.392,36.264,Lichenopora,8,0.436,
Lucia,2014,100ft_Year2_Rep2 (16).JPG,1_2_16,100,2,16,56.336,37.650,Lichenopora,15,0.562,
Lucia,2014,100ft_Year2_Rep2 (17).JPG,1_2_17,100,2,17,67.645,46.119,Ulva,1,3.405,blurry photo and grid hanging off plate
Lucia,2014,100ft_Year2_Rep2 (17).JPG,1_2_17,100,2,17,67.645,46.119,Glebocarcinus_oregonensis,1,0.358,
Lucia,2014,100ft_Year2_Rep2 (17).JPG,1_2_17,100,2,17,67.645,46.119,Lichenopora,14,0.582,
Lucia,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,68.923,48.013,Pododesmus_macrochisma,3,7.018,
Lucia,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,68.923,48.013,Lichenopora,23,1.212,
Lucia,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,68.923,48.013,Ulva,1,2.488,
Lucia,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,68.923,48.013,calcareous_tubeworm,2,0.402,
Lucia,2014,100ft_Year2_Rep2 (19).JPG,1_2_19,100,2,19,64.887,38.820,Lichenopora,22,1.457,
Lucia,2014,100ft_Year2_Rep2 (19).JPG,1_2_19,100,2,19,64.887,38.820,Pododesmus_macrochisma,2,2.813,
Lucia,2014,100ft_Year2_Rep2 (19).JPG,1_2_19,100,2,19,64.887,38.820,calcareous_tubeworm,4,1.165,
Lucia,2014,100ft_Year2_Rep2 (20).JPG,1_2_20,100,2,20,58.065,36.401,Lichenopora,24,2.056,
Lucia,2014,100ft_Year2_Rep2 (21)-1.JPG,1_2_21,100,2,21,52.522,36.854,Lichenopora,41,2.066,
Mollie,2014,100ft_Year2_Rep3.JPG,1_3_1,100,3,1,75.928,59.761,Lichenopora,5,0.311,Grid was hanging off the plate
Mollie,2014,100ft_Year2_Rep3.JPG,1_3_1,100,3,1,75.928,59.761,Glebocarcinus_oregonensis,1,0.258,curled up in dead barnacle
Mollie,2014,100ft_Year2_Rep3 (2).JPG,1_3_2,100,3,2,74.248,48.027,barnacle,1,1.047,
Mollie,2014,100ft_Year2_Rep3 (2).JPG,1_3_2,100,3,2,74.248,48.027,Phyllodoce_sp,1,0.426,
Mollie,2014,100ft_Year2_Rep3 (2).JPG,1_3_2,100,3,2,74.248,48.027,Lichenopora,22,1.713,
Mollie,2014,100ft_Year2_Rep3 (3).JPG,1_3_3,100,3,3,81.331,56.850,Lichenopora,15,0.949,lots of small black dots on the bivalves and dead barnacles on this grid square
Mollie,2014,100ft_Year2_Rep3 (3).JPG,1_3_3,100,3,3,81.331,56.850,barnacle,1,0.956,
Mollie,2014,100ft_Year2_Rep3 (4).JPG,1_3_4,100,3,4,85.029,52.043,Lichenopora,31,3.307,lots of small black dots on the bivalves and dead barnacles on this grid square
Mollie,2014,100ft_Year2_Rep3 (4).JPG,1_3_4,100,3,4,85.029,52.043,Glebocarcinus_oregonensis,1,0.364,
Mollie,2014,100ft_Year2_Rep3 (4).JPG,1_3_4,100,3,4,85.029,52.043,calcareous_tubeworm,3,1.453,
Mollie,2014,100ft_Year2_Rep3 (5).JPG,1_3_5,100,3,5,86.689,67.791,Lichenopora,74,8.420,lots of small black dots on the bivalves and dead barnacles on this grid square
Mollie,2014,100ft_Year2_Rep3 (5).JPG,1_3_5,100,3,5,86.689,67.791,calcareous_tubeworm,6,1.206,
Mollie,2014,100ft_Year2_Rep3 (6).JPG,1_3_6,100,3,6,81.134,52.969,Lichenopora,20,2.071,lots of small black dots on the bivalves and dead barnacles on this grid square
Mollie,2014,100ft_Year2_Rep3 (6).JPG,1_3_6,100,3,6,81.134,52.969,calcareous_tubeworm,3,0.872,
Mollie,2014,100ft_Year2_Rep3 (7b).JPG,1_3_7,100,3,7,76.744,51.234,Lichenopora,26,2.555,Grid was hanging off the plate
Mollie,2014,100ft_Year2_Rep3 (7b).JPG,1_3_7,100,3,7,76.744,51.234,calcareous_tubeworm,5,1.874,
Mollie,2014,100ft_Year2_Rep3 (8b).JPG,1_3_8,100,3,8,63.658,38.105,Lichenopora,38,3.354,Grid was hanging off plate; ID tag from next grid square encroaching (so two areas of tags
Mollie,2014,100ft_Year2_Rep3 (8b).JPG,1_3_8,100,3,8,63.658,38.105,calcareous_tubeworm,4,0.197,lots of small black dots on the bivalves and dead barnacles on this grid square
Mollie,2014,100ft_Year2_Rep3 (9).JPG,1_3_9,100,3,9,76.682,56.017,Lichenopora,31,4.585,
Mollie,2014,100ft_Year2_Rep3 (9).JPG,1_3_9,100,3,9,76.682,56.017,calcareous_tubeworm,8,0.809,some worms in both squares
Mollie,2014,100ft_Year2_Rep3 (10).JPG,1_3_10,100,3,10,78.471,50.452,Lichenopora,48,3.453,
Mollie,2014,100ft_Year2_Rep3 (10).JPG,1_3_10,100,3,10,78.471,50.452,calcareous_tubeworm,4,0.164,
Mollie,2014,100ft_Year2_Rep3 (10).JPG,1_3_10,100,3,10,78.471,50.452,barnacle,1,1.422,
Mollie,2014,100ft_Year2_Rep3 (11).JPG,1_3_11,100,3,11,80.556,36.733,Lichenopora,24,1.331,big rust ring around hole in the middle of this grid square
Mollie,2014,100ft_Year2_Rep3 (12).JPG,1_3_12,100,3,12,83.520,61.325,Lichenopora,47,3.100,
Mollie,2014,100ft_Year2_Rep3 (12).JPG,1_3_12,100,3,12,83.520,61.325,calcareous_tubeworm,7,0.891,
Mollie,2014,100ft_Year2_Rep3 (13).JPG,1_3_13,100,3,13,81.410,54.512,Lichenopora,39,3.286,
Mollie,2014,100ft_Year2_Rep3 (13).JPG,1_3_13,100,3,13,81.410,54.512,calcareous_tubeworm,10,1.325,
Mollie,2014,100ft_Year2_Rep3 (14).JPG,1_3_14,100,3,14,83.587,52.101,Lichenopora,40,4.344,Grid was hanging off the plate
Mollie,2014,100ft_Year2_Rep3 (14).JPG,1_3_14,100,3,14,83.587,52.101,calcareous_tubeworm,2,0.208,
Mollie,2014,100ft_Year2_Rep3 (14).JPG,1_3_14,100,3,14,83.587,52.101,polychaete_sp,1,0.169,
Mollie,2014,100ft_Year2_Rep3 (15b).JPG,1_3_15,100,3,15,73.415,52.737,Lichenopora,64,7.837,"Grid was hanging off the plate, very warped"
Mollie,2014,100ft_Year2_Rep3 (15b).JPG,1_3_15,100,3,15,73.415,52.737,calcareous_tubeworm,6,0.625,
Mollie,2014,100ft_Year2_Rep3 (16).JPG,1_3_16,100,3,16,86.188,52.983,Lichenopora,71,8.522,
Mollie,2014,100ft_Year2_Rep3 (16).JPG,1_3_16,100,3,16,86.188,52.983,hinnites,1,2.919,
Mollie,2014,100ft_Year2_Rep3 (16).JPG,1_3_16,100,3,16,86.188,52.983,calcareous_tubeworm,8,0.737,
Mollie,2017,1_3_1_a.JPG,1_3_1,100,3,1,73.091,64.224,Lichenopora,71,5.316,grid hanging off plate
Mollie,2017,1_3_1_a.JPG,1_3_1,100,3,1,73.091,64.224,barnacle,95,46.537,
Mollie,2017,1_3_1_a.JPG,1_3_1,100,3,1,73.091,64.224,calcareous_tubeworm,1,0.073,
Mollie,2017,1_3_2_a.JPG,1_3_2,100,3,2,75.549,65.449,Lichenopora,79,10.120,
Mollie,2017,1_3_2_a.JPG,1_3_2,100,3,2,75.549,65.449,barnacle,105,43.947,
Mollie,2017,1_3_2_a.JPG,1_3_2,100,3,2,75.549,65.449,calcareous_tubeworm,1,0.085,
Mollie,2017,1_3_3_a.JPG,1_3_3,100,3,3,80.071,74.660,Lichenopora,100,14.761,
Mollie,2017,1_3_3_a.JPG,1_3_3,100,3,3,80.071,74.660,barnacle,98,47.924,
Mollie,2017,1_3_4_a.JPG,1_3_4,100,3,4,81.568,67.976,Lichenopora,47,11.522,
Mollie,2017,1_3_4_a.JPG,1_3_4,100,3,4,81.568,67.976,barnacle,36,21.257,
Mollie,2017,1_3_4_a.JPG,1_3_4,100,3,4,81.568,67.976,tunicate,3,1.435,
Mollie,2017,1_3_5_a.JPG,1_3_5,100,3,5,91.215,76.598,Lichenopora,54,6.795,
Mollie,2017,1_3_5_a.JPG,1_3_5,100,3,5,91.215,76.598,barnacle,112,40.553,
Mollie,2017,1_3_5_a.JPG,1_3_5,100,3,5,91.215,76.598,tunicate,2,1.501,"""I would say tunicate - although the upper clump in 1-3-5 looks a lot like an Onchidoris! but not clear enough to be definitive."" - Megan "
Mollie,2017,1_3_6_a.JPG,1_3_6,100,3,6,90.172,74.869,Lichenopora,33,3.713,blurry pic 
Mollie,2017,1_3_6_a.JPG,1_3_6,100,3,6,90.172,74.869,barnacle,75,34.924,could be more - only added ones I was sure of (blurry pic)
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,Lichenopora,45,4.008,grid hanging off plate
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,branched_bryozoan_sp,1,0.910,
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,calcareous_tubeworm,1,0.029,
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,barnacle,71,29.880,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,branched_bryozoan_sp,3,0.751,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,Lichenopora,79,19.628,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,barnacle,53,27.916,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,Pododesmus_macrochisma,4,1.077,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,calcareous_tubeworm,2,0.140,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,branched_bryozoan_sp,5,1.456,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,calcareous_tubeworm,8,0.986,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,Lichenopora,73,21.244,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,barnacle,72,29.135,
Mollie,2017,1_3_10_a.JPG,1_3_10,100,3,10,78.127,67.787,,,,
Mollie,2017,1_3_10_a.JPG,1_3_10,100,3,10,78.127,67.787,,,,
,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1,1_1_1,100,1,1,84.606,57.904,calcareous_tubeworm,2,0.570,
Hailey,2014,100ft_Year2_Rep1,1_1_1,100,1,1,84.606,57.904,barnacle,23,0.440,
Hailey,2014,100ft_Year2_Rep1,1_1_1,100,1,1,84.606,57.904,Lichenopora,5,0.242,
Hailey,2014,100ft_Year2_Rep1 (2),1_1_2,100,1,2,68.229,41.882,barnacle,8,5.001,
Hailey,2014,100ft_Year2_Rep1 (2),1_1_2,100,1,2,68.229,41.882,calcareous_tubeworm,3,0.237,
Hailey,2014,100ft_Year2_Rep1 (3),1_1_3,100,1,3,86.803,53.439,barnacle,5,3.160,
Hailey,2014,100ft_Year2_Rep1 (4),1_1_4,100,1,4,69.924,39.322,barnacle,7,7.261,
Hailey,2014,100ft_Year2_Rep1 (4),1_1_4,100,1,4,69.924,39.322,calcareous_tubeworm,2,0.498,
Hailey,2014,100ft_Year2_Rep1 (4),1_1_5,100,1,5,62.231,31.909,barnacle,7,4.329,
Tyler,2014,100ft_Year2_Rep3 (17),1_3_17,100,3,17,67.246,47.131,calcareous_tubeworm,2,0.622,Grid Hanging in on plate
Tyler,2014,100ft_Year2_Rep3 (17),1_3_17,100,3,17,67.246,47.131,Crisia_sp,4,10.856,
Tyler,2014,100ft_Year2_Rep3 (17),1_3_17,100,3,17,67.246,47.131,Lichenopora,29,1.220,
Tyler,2014,100ft_Year2_Rep3 (18b).JPG,1_3_18,100,3,18,78.628,58.541,Crisia_sp,2,2.474,
Tyler,2014,100ft_Year2_Rep3 (18b).JPG,1_3_18,100,3,18,78.628,58.541,Lichenopora,41,2.699,
Tyler,2014,100ft_Year2_Rep3 (19b).JPG,1_3_19,100,3,19,78.204,53.450,calcareous_tubeworm,1,0.333,One worm split in half
Tyler,2014,100ft_Year2_Rep3 (19b).JPG,1_3_19,100,3,19,78.204,53.450,Crisia_sp,1,0.811,
Tyler,2014,100ft_Year2_Rep3 (19b).JPG,1_3_19,100,3,19,78.204,53.450,Lichenopora,35,3.746,
Tyler,2014,100ft_Year2_Rep3 (20b).JPG,1_3_20,100,3,20,79.145,47.892,calcareous_tubeworm,2,0.632,
Tyler,2014,100ft_Year2_Rep3 (20b).JPG,1_3_20,100,3,20,79.145,47.892,Lichenopora,45,4.125,
Tyler,2014,100ft_Year2_Rep3 (21b).JPG,1_3_21,100,3,21,81.134,51.352,Lichenopora,61,5.897,
Tyler,2014,100ft_Year2_Rep3 (21b).JPG,1_3_21,100,3,21,81.134,51.352,calcareous_tubeworm,4,3.084,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,calcareous_tubeworm,1,0.737,grid hanging off plate 
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,barnacle,21,17.624,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,Lichenopora,9,0.842,
Tyler,2017,1_1_1_a,1_1_1,100,1,1,70.734,39.783,Crisia_sp,5,13.163,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.100,52.424,calcareous_tubeworm,1,0.232,grid hanging off plate 
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.100,52.424,barnacle,32,32.250,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.100,52.424,Crisia_sp,7,4.858,
Tyler,2017,1_1_2_a,1_1_2,100,1,2,70.100,52.424,Lichenopora,14,0.464,
Tyler,2017,1_1_3_a,1_1_3,100,1,3,71.441,52.536,Ulva,4,7.151,Unable to tell if 4 individuals or pieces of one big one
Tyler,2017,1_1_3_a,1_1_3,100,1,3,71.441,52.536,barnacle,43,24.621,
Tyler,2017,1_1_3_a,1_1_3,100,1,3,71.441,52.536,Lichenopora,4,0.227,
Hailey,2014,100ft_Year2_Rep1(6).JPEG,1_1_6,100,1,6,86.887,35.263,Lichenopora,5,0.502,
Hailey,2014,100ft_Year2_Rep1(7).JPEG,1_1_7,100,1,7,67.113,34.073,Pododesmus_macrochisma,1,2.307,Grid hanging off plate 
Hailey,2014,100ft_Year2_Rep1(8).JPEG,1_1_8,100,1,8,77.091,34.326,Lichenopora,3,0.228,
Hailey,2014,100ft_Year2_Rep1(9).JPEG,1_1_9,100,1,9,94.717,40.992,Lichenopora,7,0.537,
Hailey,2014,100ft_Year2_Rep1(10).JPEG,1_1_10,100,1,10,89.821,66.860,Lichenopora,6,0.565,
Hailey,2014,100ft_Year2_Rep1(11).JPEG,1_1_11,100,1,11,85.521,42.993,barnacle,2,0.840,
Hailey,2014,100ft_Year2_Rep1(12).JPEG,1_1_12,100,1,12,74.600,55.413,Lichenopora,4,0.403,
Hailey,2014,100ft_Year2_Rep1(13).JPEG,1_1_13,100,1,13,75.889,59.036,Crepidula,2,0.464,
Hailey,2014,100ft_Year2_Rep1(13).JPEG,1_1_13,100,1,13,75.889,59.036,Lichenopora,3,0.530,
Hailey,2014,100ft_Year2_Rep1(13).JPEG,1_1_13,100,1,13,75.889,59.036,Glebocarcinus_oregonensis,1,0.389,
Hailey,2014,100ft_Year2_Rep1(14).JPEG,1_1_14,100,1,14,61.272,32.497,Lichenopora,4,0.486,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(15).JPEG,1_1_15,100,1,15,59.420,31.737,barnacle,2,2.223,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(15).JPEG,1_1_15,100,1,15,59.420,31.737,Lichenopora,6,0.527,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(16).JPEG,1_1_16,100,1,16,76.354,48.890,Lichenopora,6,0.498,
Hailey,2014,100ft_Year2_Rep1(17).JPEG,1_1_17,100,1,17,85.628,61.717,Lichenopora,6,0.452,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(17).JPEG,1_1_17,100,1,17,85.628,61.717,calcareous_tubeworm,1,0.091,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(18).JPEG,1_1_18,100,1,18,81.615,53.646,Lichenopora,6,0.575,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(18).JPEG,1_1_18,100,1,18,81.615,53.646,calcareous_tubeworm,2,0.191,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(19).JPEG,1_1_19,100,1,19,74.522,48.911,Lichenopora,7,0.481,
Hailey,2014,100ft_Year2_Rep1(19).JPEG,1_1_19,100,1,19,74.522,48.911,calcareous_tubeworm,2,0.179,
Hailey,2014,100ft_Year2_Rep1(20).JPEG,1_1_20,100,1,20,73.651,40.190,Lichenopora,9,0.715,
Hailey,2014,100ft_Year2_Rep1(20).JPEG,1_1_20,100,1,20,73.651,40.190,calcareous_tubeworm,4,0.394,
Hailey,2014,100ft_Year2_Rep1(20).JPEG,1_1_20,100,1,20,73.651,40.190,Crepidula,2,0.360,
Hailey,2014,100ft_Year2_Rep1(21).JPEG,1_1_21,100,1,21,88.682,57.775,Lichenopora,8,0.410,Grid hanging off plate
Hailey,2014,100ft_Year2_Rep1(21).JPEG,1_1_21,100,1,21,88.682,57.775,calcareous_tubeworm,3,0.201,Grid hanging off plate
Tyler,2017,1_1_4_a,1_1_4,100,1,4,65.434,46.986,Crisia_sp,4,4.430,
Tyler,2017,1_1_4_a,1_1_4,100,1,4,65.434,46.986,barnacle,47,26.144,grid hanging off plate
Tyler,2017,1_1_5_a,1_1_5,100,1,5,76.307,60.851,barnacle,40,37.088,no straight grid edge for scale
Tyler,2017,1_1_5_a,1_1_5,100,1,5,76.307,60.851,Crisia_sp,6,8.723,
Tyler,2017,1_1_6_a,1_1_6,100,1,6,72.298,56.324,Crisia_sp,3,2.957,grid hanging off plate
Tyler,2017,1_1_6_a,1_1_6,100,1,6,72.298,56.324,barnacle,52,34.460,
Tyler,2017,1_1_7_b,1_1_7,100,1,7,46.144,38.939,Crisia_sp,3,2.596,grid significantly off plate
Tyler,2017,1_1_7_b,1_1_7,100,1,7,46.144,38.939,barnacle,52,34.741,
Tyler,2017,1_1_8_b,1_1_8,100,1,8,79.001,70.495,barnacle,64,70.495,Barnacles only organism present
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,calcareous_tubeworm,2,3.020,
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,barnacle,70,57.311,
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,Strongylocentrotus_sp,1,1.086,"Baby urchin, unidentifiable species (see discord on 2024-4-4"
Tyler,2017,1_1_9_b,1_1_9,100,1,9,82.213,69.623,Lichenopora,1,0.643,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,Lichenopora,12,0.795,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,Ulva,1,1.212,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,Pododesmus_macrochisma,1,2.316,
Tyler,2017,1_1_10_a,1_1_10,100,1,10,81.434,66.749,barnacle,69,34.788,
Tyler,2017,1_1_11_b,1_1_11,100,1,11,73.751,56.351,barnacle,7,6.278,
Tyler,2017,1_1_11_b,1_1_11,100,1,11,73.751,56.351,polychaete_sp,1,0.288,
Tyler,2017,1_1_12_b,1_1_12,100,1,12,85.499,60.064,Lichenopora,12,1.297,
Tyler,2017,1_1_12_b,1_1_12,100,1,12,85.499,60.064,barnacle,76,48.563,
Tyler,2017,1_13_b,1_1_13,100,1,13,82.481,63.522,Lichenopora,7,0.502,
Tyler,2017,1_1_13_b,1_1_13,100,1,13,82.481,63.522,barnacle,49,38.361,
Tyler,2017,1_1_14_b,1_1_14,100,1,14,70.329,56.794,Crisia_sp,1,0.626,
Tyler,2017,1_1_14_b,1_1_14,100,1,14,70.329,56.794,barnacle,77,51.380,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.690,55.167,Lichenopora,26,0.681,Barnacles growing outside of grid
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.690,55.167,calcareous_tubeworm,1,0.130,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.690,55.167,Crisia_sp,2,4.594,
Tyler,2017,1_1_15_a,1_1_15,100,1,15,69.690,55.167,barnacle,76,46.801,
Tyler,2017,1_1_16_a,1_1_16,100,1,16,79.137,66.986,anemone_sp,1,4.792,likely Actinaria
Tyler,2017,1_1_16_a,1_1_16,100,1,16,79.137,66.986,Lichenopora,33,1.341,
Tyler,2017,1_1_16_a,1_1_16,100,1,16,79.137,66.986,barnacle,66,55.261,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.880,anemone,1,0.639,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.880,Lichenopora,37,2.347,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.880,Pododesmus_macrochisma,1,1.113,
Tyler,2017,1_1_17_b,1_1_17,100,1,17,76.168,55.880,barnacle,61,40.303,
Tyler,2017,1_1_18_a,1_1_18,100,1,18,75.946,55.930,barnacle,58,24.319,
Tyler,2017,1_1_18_a,1_1_18,100,1,18,75.946,55.930,Lichenopora,44,1.384,
Tyler,2017,1_1_18_a,1_1_18,100,1,18,75.946,55.930,sabellariid_tubeworm,1,0.223,
Tyler,2017,1_1_19_b,1_1_19,100,1,19,82.407,73.584,Lichenopora,29,1.729,
Tyler,2017,1_1_19_b,1_1_19,100,1,19,82.407,73.584,barnacle,88,63.552,
Tyler,2017,1_1_20_a,1_1_20,100,1,20,89.826,74.536,Lichenopora,17,0.986,
Tyler,2017,1_1_20_a,1_1_20,100,1,20,89.826,74.536,barnacle,72,46.339,
Tyler,2017,1_1_21_b,1_1_21,100,1,21,70.020,47.227,Lichenopora,11,0.733,Grid hanging off plate
Tyler,2017,1_1_21_b,1_1_21,100,1,21,70.020,47.227,barnacle,28,24.950,Grid hanging off plate
Tyler,2014,100ft_Year2_Rep1(6).JPEG,1_1_6,100,1,6,78.581,55.734,Lichenopora,13,0.353,Grid Hanging off plate QC
Tyler,2014,100ft_Year2_Rep1(16).JPEG,1_1_16,100,1,16,70.854,50.090,Lichenopora,39,1.956,Grid Hanging off plate QC
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,Pododesmus_macrochisma,3,6.939,QC Grid Hanging off plate
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,Ulva,4,1.417,QC Grid Hanging off plate
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,calcareous_tubeworm,3,0.616,QC Grid Hanging off plate
Tyler,2014,100ft_Year2_Rep2 (18).JPG,1_2_18,100,2,18,70.782,47.075,Lichenopora,22,1.222,QC Grid Hanging off plate
Tyler,2014,100ft_Year2_Rep2 (20).JPG,1_2_20,100,2,20,56.812,41.298,Lichenopora,29,2.070,QC Grid Hanging off plate
Tyler,2014,100ft_Year2_Rep3 (6).JPG,1_3_6,100,3,6,84.324,58.447,calcareous_tubeworm,2,0.827,QC
Tyler,2014,100ft_Year2_Rep3 (6).JPG,1_3_6,100,3,6,84.324,58.447,Lichenopora,28,3.697,QC
Tyler,2014,100ft_Year2_Rep3 (12).JPG,1_3_12,100,3,12,82.859,60.243,calcareous_tubeworm,3,1.046,QC
