Analyzer,Year,PhotoID,Grid.ID,Depth,Replicate,Grid.No,Grid.Area.cm,Area.Covered.cm,SpeciesID,Species.Count,Org.Area.cm,Notes,,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (14).JPG,1_3_14,100,3,14,83.587,52.101,calcareous_tubeworm,2.000,0.208,,,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (14).JPG,1_3_14,100,3,14,83.587,52.101,polychaete_sp,1.000,0.169,,,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (15b).JPG,1_3_15,100,3,15,73.415,52.737,Lichenopora,64.000,7.837,"Grid was hanging off the plate, very warped",,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (15b).JPG,1_3_15,100,3,15,73.415,52.737,calcareous_tubeworm,6.000,0.625,,,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (16).JPG,1_3_16,100,3,16,86.188,52.983,Lichenopora,71.000,8.522,,,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (16).JPG,1_3_16,100,3,16,86.188,52.983,Hinnites_giganteous,1.000,2.919,,,,,,,,,,,,,,,,,,
Mollie,2014,100ft_Year2_Rep3 (16).JPG,1_3_16,100,3,16,86.188,52.983,calcareous_tubeworm,8.000,0.737,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (17),1_3_17,100,3,17,67.246,47.131,calcareous_tubeworm,2.000,0.622,Grid Hanging in on plate,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (17),1_3_17,100,3,17,67.246,47.131,Crisia_sp,4.000,10.856,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (17),1_3_17,100,3,17,67.246,47.131,Lichenopora,29.000,1.22,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (18b).JPG,1_3_18,100,3,18,78.628,58.541,Crisia_sp,2.000,2.474,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (18b).JPG,1_3_18,100,3,18,78.628,58.541,Lichenopora,41.000,2.699,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (19b).JPG,1_3_19,100,3,19,78.204,53.45,calcareous_tubeworm,1.000,0.333,One worm split in half,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (19b).JPG,1_3_19,100,3,19,78.204,53.45,Crisia_sp,1.000,0.811,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (19b).JPG,1_3_19,100,3,19,78.204,53.45,Lichenopora,35.000,3.746,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (20b).JPG,1_3_20,100,3,20,79.145,47.892,calcareous_tubeworm,2.000,0.632,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (20b).JPG,1_3_20,100,3,20,79.145,47.892,Lichenopora,45.000,4.125,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (21b).JPG,1_3_21,100,3,21,81.134,51.352,Lichenopora,61.000,5.897,,,,,,,,,,,,,,,,,,
Tyler,2014,100ft_Year2_Rep3 (21b).JPG,1_3_21,100,3,21,81.134,51.352,calcareous_tubeworm,4.000,3.084,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (1),1_1_1,100,1,1,84.606,57.904,barnacle,3.000,0.44,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (1),1_1_1,100,1,1,84.606,57.904,Lichenopora,5.000,0.242,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (2),1_1_2,100,1,2,68.229,41.882,barnacle,8.000,5.001,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (2),1_1_2,100,1,2,68.229,41.882,calcareous_tubeworm,3.000,0.237,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (3),1_1_3,100,1,3,86.803,53.439,barnacle,5.000,3.16,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (4),1_1_4,100,1,4,69.924,39.322,barnacle,7.000,7.261,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (4),1_1_4,100,1,4,69.924,39.322,calcareous_tubeworm,2.000,0.498,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1 (4),1_1_5,100,1,5,62.231,31.909,barnacle,7.000,4.329,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(6).JPEG,1_1_6,100,1,6,86.887,35.263,Lichenopora,5.000,0.502,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(7).JPEG,1_1_7,100,1,7,67.113,34.073,Pododesmus_macrochisma,1.000,2.307,Grid hanging off plate ,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(8).JPEG,1_1_8,100,1,8,77.091,34.326,Lichenopora,3.000,0.228,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(9).JPEG,1_1_9,100,1,9,94.717,40.992,Lichenopora,7.000,0.537,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(10).JPEG,1_1_10,100,1,10,89.821,66.86,Lichenopora,6.000,0.565,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(11).JPEG,1_1_11,100,1,11,85.521,42.993,barnacle,2.000,0.84,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(12).JPEG,1_1_12,100,1,12,74.6,55.413,Lichenopora,4.000,0.403,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(13).JPEG,1_1_13,100,1,13,75.889,59.036,Crepidula,2.000,0.464,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(13).JPEG,1_1_13,100,1,13,75.889,59.036,Lichenopora,3.000,0.53,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(13).JPEG,1_1_13,100,1,13,75.889,59.036,Glebocarcinus_oregonensis,1.000,0.389,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(14).JPEG,1_1_14,100,1,14,61.272,32.497,Lichenopora,4.000,0.486,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(15).JPEG,1_1_15,100,1,15,59.42,31.737,barnacle,2.000,2.223,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(15).JPEG,1_1_15,100,1,15,59.42,31.737,Lichenopora,6.000,0.527,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(16).JPEG,1_1_16,100,1,16,76.354,48.89,Lichenopora,6.000,0.498,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(17).JPEG,1_1_17,100,1,17,85.628,61.717,Lichenopora,6.000,0.452,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(17).JPEG,1_1_17,100,1,17,85.628,61.717,calcareous_tubeworm,1.000,0.091,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(18).JPEG,1_1_18,100,1,18,81.615,53.646,Lichenopora,6.000,0.575,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(18).JPEG,1_1_18,100,1,18,81.615,53.646,calcareous_tubeworm,2.000,0.191,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(19).JPEG,1_1_19,100,1,19,74.522,48.911,Lichenopora,7.000,0.481,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(19).JPEG,1_1_19,100,1,19,74.522,48.911,calcareous_tubeworm,2.000,0.179,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(20).JPEG,1_1_20,100,1,20,73.651,40.19,Lichenopora,9.000,0.715,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(20).JPEG,1_1_20,100,1,20,73.651,40.19,calcareous_tubeworm,4.000,0.394,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(20).JPEG,1_1_20,100,1,20,73.651,40.19,Crepidula,2.000,0.36,,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(21).JPEG,1_1_21,100,1,21,88.682,57.775,Lichenopora,8.000,0.41,Grid hanging off plate,,,,,,,,,,,,,,,,,
Hailey,2014,100ft_Year2_Rep1(21).JPEG,1_1_21,100,1,21,88.682,57.775,calcareous_tubeworm,3.000,0.201,Grid hanging off plate,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_1_a.JPG,1_3_1,100,3,1,73.091,64.224,Lichenopora,71.000,5.316,grid hanging off plate,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_1_a.JPG,1_3_1,100,3,1,73.091,64.224,barnacle,95.000,46.537,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_1_a.JPG,1_3_1,100,3,1,73.091,64.224,calcareous_tubeworm,1.000,0.073,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_2_a.JPG,1_3_2,100,3,2,75.549,65.449,Lichenopora,79.000,10.12,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_2_a.JPG,1_3_2,100,3,2,75.549,65.449,barnacle,105.000,43.947,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_2_a.JPG,1_3_2,100,3,2,75.549,65.449,calcareous_tubeworm,1.000,0.085,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_3_a.JPG,1_3_3,100,3,3,80.071,74.66,Lichenopora,100.000,14.761,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_3_a.JPG,1_3_3,100,3,3,80.071,74.66,barnacle,98.000,47.924,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_4_a.JPG,1_3_4,100,3,4,81.568,67.976,Lichenopora,47.000,11.522,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_4_a.JPG,1_3_4,100,3,4,81.568,67.976,barnacle,36.000,21.257,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_4_a.JPG,1_3_4,100,3,4,81.568,67.976,Chelysoma_productum,3.000,1.435,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_5_a.JPG,1_3_5,100,3,5,91.215,76.598,Lichenopora,54.000,6.795,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_5_a.JPG,1_3_5,100,3,5,91.215,76.598,barnacle,112.000,40.553,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_5_a.JPG,1_3_5,100,3,5,91.215,76.598,Chelysoma_productum,2.000,1.501,"""I would say tunicate - although the upper clump in 1-3-5 looks a lot like an Onchidoris! but not clear enough to be definitive."" - Megan ",,,,,,,,,,,,,,,,,
Mollie,2017,1_3_6_a.JPG,1_3_6,100,3,6,90.172,74.869,Lichenopora,33.000,3.713,blurry pic ,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_6_a.JPG,1_3_6,100,3,6,90.172,74.869,barnacle,75.000,34.924,could be more - only added ones I was sure of (blurry pic),,,,,,,,,,,,,,,,,
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,Lichenopora,45.000,4.008,grid hanging off plate,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,branched_bryozoan_sp,1.000,0.91,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,calcareous_tubeworm,1.000,0.029,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_7_a.JPG,1_3_7,100,3,7,69.764,51.675,barnacle,71.000,29.88,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,branched_bryozoan_sp,3.000,0.751,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,Lichenopora,79.000,19.628,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,barnacle,53.000,27.916,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,Pododesmus_macrochisma,4.000,1.077,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_8_a.JPG,1_3_8,100,3,8,87.223,73.076,calcareous_tubeworm,2.000,0.14,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,branched_bryozoan_sp,5.000,1.456,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,calcareous_tubeworm,8.000,0.986,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,Lichenopora,73.000,21.244,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_9_a.JPG,1_3_9,100,3,9,87.282,74.314,barnacle,72.000,29.135,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_10_a.JPG,1_3_10,100,3,10,78.127,67.787,barnacle,18.000,6.101,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_10_a.JPG,1_3_10,100,3,10,78.127,67.787,Lichenopora,37.000,2.447,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_10_a.JPG,1_3_10,100,3,10,78.127,67.787,branched_bryozoan_sp,11.000,0.85,,,,,,,,,,,,,,,,,,
Mollie,2017,1_3_10_a.JPG,1_3_10,100,3,10,78.127,67.787,calcareous_tubeworm,3.000,0.619,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_11_a.JPG,1_3_11,100,3,11,76.05,50.588,calcareous_tubeworm,5.000,1.468,drill at center ,,,,,,,,,,,,,,,,,
Anh,2017,1_3_11_a.JPG,1_3_11,100,3,11,76.05,50.588,encrusting_bryozoan_sp,14.000,15.422,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_11_a.JPG,1_3_11,100,3,11,76.05,50.588,Eulalia_quadrioculata,1.000,0.066,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_11_a.JPG,1_3_11,100,3,11,76.05,50.588,barnacle,75.000,25.889,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_12_b.JPG,1_3_12,100,3,12,75.762,64.818,branched_bryozoan_sp,5.000,1.666,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_12_b.JPG,1_3_12,100,3,12,75.762,64.818,calcareous_tubeworm,9.000,1.283,,,,,,,,,,,,,,,,,,
Anh,2017,1_3_12_b.JPG,1_3_12,100,3,12,75.762,64.818,encrusting_bryozoan_sp,26.000,11.462,,,,,,,,,,,,,,,,,,
